Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly
-0.266429,-0.272857,0.112857,-18.964286,0.717143,0.145,0.305172,83.571429,11.085048,1.033184,0.357143,0.428571,0.285714,0.142857,0.642857,0.357143,0.142857,0.142857,0.0,1
-0.042857,0.07,0.468571,-33.164286,1.062857,-0.402857,0.852925,167.142857,11.385002,7.98898,0.0,0.0,0.428571,0.0,0.428571,0.571429,0.571429,0.571429,0.0,-1
-0.163571,-0.122857,-0.067143,32.378571,1.622857,-0.065,0.510758,35.0,11.085,0.994898,0.142857,0.5,0.142857,0.142857,0.642857,0.357143,0.071429,0.071429,0.0,-1
-0.029286,-0.075,0.007143,-12.307143,1.158571,-0.031429,0.732604,125.0,10.183939,1.992828,0.0,0.285714,0.357143,0.142857,0.5,0.5,0.428571,0.285714,0.142857,-1
-0.472857,-0.235,0.221429,5.971429,-0.778571,0.27,0.5647,167.857143,10.871898,2.992684,0.285714,0.357143,0.642857,0.0,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.28,-0.338571,0.242857,-18.371429,1.131429,0.069286,0.437042,62.857143,10.434616,2.03031,0.428571,0.571429,0.357143,0.214286,0.642857,0.357143,0.214286,0.214286,0.0,1
0.015,-0.412143,0.299286,105.942857,1.672857,0.077143,0.259855,55.714286,8.155314,0.710225,0.714286,0.714286,0.142857,0.071429,0.357143,0.642857,0.071429,0.071429,0.0,-1
-0.562143,-0.303571,0.072857,-6.157143,-1.052143,0.457857,0.496359,146.428571,9.901283,0.993603,0.285714,0.428571,0.5,0.071429,0.785714,0.214286,0.214286,0.142857,0.071429,-1
-0.174286,-0.201429,0.032857,37.628571,0.170714,0.214286,0.616647,152.857143,9.901383,1.031889,0.142857,0.357143,0.428571,0.142857,0.571429,0.428571,0.285714,0.214286,0.071429,1
-0.055714,-0.117857,0.049286,-6.242857,0.856429,0.071429,0.641827,125.0,10.342965,1.993391,0.071429,0.357143,0.357143,0.142857,0.5,0.5,0.285714,0.214286,0.071429,1
-0.191429,-0.18,0.257857,45.114286,0.396429,0.052143,0.577849,90.714286,10.871898,2.992684,0.285714,0.357143,0.285714,0.071429,0.571429,0.428571,0.214286,0.214286,0.0,1
-0.016429,-0.097857,-0.065714,-4.9,1.307143,-0.04,0.732604,125.0,9.686757,0.993006,0.0,0.285714,0.357143,0.142857,0.5,0.5,0.5,0.285714,0.214286,-1
-0.031429,0.200714,0.357143,49.792857,2.153571,-0.415,0.270565,139.285714,11.749459,6.989052,0.0,0.0,0.357143,0.142857,0.5,0.5,0.5,0.5,0.0,-1
-0.488571,-0.145,0.095,-8.907143,-0.776429,0.445,0.703582,160.0,11.539912,1.994157,0.285714,0.357143,0.428571,0.142857,0.714286,0.285714,0.142857,0.142857,0.0,1
-0.697143,-0.294286,0.087857,53.307143,-2.373571,0.665714,0.380551,222.857143,10.11,0.994166,0.285714,0.357143,0.571429,0.0,0.857143,0.142857,0.071429,0.071429,0.0,-1
-0.559286,-0.297857,0.068571,-0.092857,-1.052143,0.435,0.49493,146.428571,9.901283,0.993603,0.285714,0.428571,0.5,0.071429,0.785714,0.214286,0.214286,0.142857,0.071429,-1
-0.127143,-0.452143,0.159286,21.121429,1.176429,-0.004286,0.313786,55.714286,6.761638,-0.536717,0.5,0.714286,0.142857,0.071429,0.571429,0.428571,0.214286,0.142857,0.071429,1
-0.300714,-0.188571,0.052143,4.607143,-0.114286,0.276429,0.561952,83.571429,9.901285,0.994132,0.285714,0.428571,0.285714,0.214286,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.132857,-0.463571,0.167857,24.55,1.176429,0.041429,0.308824,55.714286,6.761638,-0.536717,0.5,0.714286,0.142857,0.071429,0.571429,0.428571,0.214286,0.142857,0.071429,1
-0.041429,0.167143,0.302143,29.528571,2.138571,-0.311429,0.721674,111.428571,11.70103,5.989793,0.071429,0.071429,0.285714,0.214286,0.5,0.5,0.428571,0.428571,0.0,-1
-0.478571,-0.205714,0.173571,10.914286,-1.121429,0.31,0.576015,209.285714,10.871898,2.992684,0.214286,0.357143,0.714286,0.0,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.309286,-0.163571,0.192857,0.192857,-0.502143,0.247857,0.511601,167.142857,10.871898,2.992684,0.214286,0.357143,0.5,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.252143,-0.165714,0.160714,28.321429,0.488571,0.26,0.37855,49.285714,11.085048,1.033184,0.5,0.5,0.285714,0.285714,0.642857,0.357143,0.142857,0.142857,0.0,1
-0.287143,-0.138571,0.268571,-8.621429,-0.127143,0.110714,0.603158,146.428571,11.032662,3.991943,0.214286,0.285714,0.428571,0.071429,0.642857,0.357143,0.285714,0.285714,0.0,1
-0.053571,-0.035,0.123571,-12.307143,0.919286,-0.030714,0.732105,125.0,11.032662,3.991943,0.0,0.285714,0.357143,0.142857,0.5,0.5,0.285714,0.285714,0.0,-1
0.443571,0.013571,0.41,-14.921429,5.780714,-0.798571,0.402178,0.0,11.464161,4.14512,0.142857,0.142857,0.0,0.428571,0.214286,0.785714,0.714286,0.642857,0.071429,-1
-0.370714,-0.008571,-0.056429,32.571429,0.134286,0.423571,0.469742,42.142857,9.87773,0.992765,0.285714,0.357143,0.214286,0.428571,0.714286,0.285714,0.071429,0.071429,0.0,-1
-0.337857,-0.216429,0.112143,5.528571,0.290714,0.24,0.602654,146.428571,10.105513,1.033151,0.285714,0.285714,0.428571,0.142857,0.642857,0.357143,0.285714,0.214286,0.071429,1
-0.099286,-0.205714,0.177857,60.335714,1.9,-0.074286,0.522255,90.714286,10.611576,2.031881,0.214286,0.357143,0.285714,0.142857,0.5,0.5,0.357143,0.285714,0.071429,1
-0.460714,-0.139286,0.052857,0.178571,-0.730714,0.407857,0.493183,118.571429,10.621395,1.993425,0.214286,0.357143,0.357143,0.214286,0.714286,0.285714,0.142857,0.142857,0.0,1
-0.398571,-0.182857,0.217857,-7.5,-0.531429,0.242143,0.555581,132.857143,10.871898,2.992684,0.285714,0.357143,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,1
-0.174286,0.080714,0.360714,47.957143,1.535,-0.219286,0.97099,153.571429,12.516767,5.991927,0.142857,0.142857,0.5,0.071429,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.342143,-0.514286,0.183571,79.8,0.085714,0.235,0.227223,20.714286,4.869273,-0.859114,0.714286,0.928571,0.071429,0.071429,0.714286,0.285714,0.0,0.0,0.0,-1
-0.295714,-0.136429,0.145,8.857143,-0.199286,0.156429,0.715497,167.142857,10.579652,2.992121,0.142857,0.357143,0.571429,0.071429,0.642857,0.357143,0.357143,0.285714,0.071429,-1
-0.266429,-0.282143,0.265,-8.907143,0.295,0.054286,0.651081,146.428571,10.579652,2.992651,0.285714,0.357143,0.5,0.0,0.571429,0.428571,0.357143,0.285714,0.071429,-1
-0.418571,-0.205714,0.045,30.735714,-1.162857,0.530714,0.526984,160.0,10.11,0.994166,0.285714,0.428571,0.428571,0.142857,0.642857,0.357143,0.071429,0.071429,0.0,1
-0.166429,-0.336429,0.324286,22.071429,1.877857,-0.121429,0.30378,27.857143,10.741795,2.991283,0.428571,0.642857,0.142857,0.142857,0.571429,0.428571,0.214286,0.214286,0.0,1
-0.713571,-0.335,0.035,9.285714,-2.09,0.757143,0.402682,153.571429,6.015,-0.005094,0.428571,0.5,0.5,0.142857,0.857143,0.142857,0.0,0.0,0.0,-1
0.045,-0.079286,0.300714,32.685714,3.536429,-0.432143,0.489925,55.714286,10.429875,3.707334,0.285714,0.357143,0.142857,0.071429,0.5,0.5,0.285714,0.285714,0.0,1
-0.279286,-0.244286,-0.028571,71.342857,1.665,-0.042857,0.277315,27.857143,7.848622,0.033892,0.142857,0.5,0.071429,0.142857,0.642857,0.357143,0.214286,0.142857,0.071429,-1
-0.481429,-0.367857,0.09,14.785714,-0.737857,0.410714,0.642315,152.857143,9.901283,0.993603,0.285714,0.571429,0.5,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.355714,-0.196429,-0.069286,23.192857,-0.537857,0.340714,0.564802,167.142857,6.770678,-0.00622,0.142857,0.357143,0.5,0.071429,0.714286,0.285714,0.285714,0.142857,0.142857,-1
-0.394286,-0.143571,0.18,-5.871429,-0.875,0.293571,0.592657,174.285714,10.871898,2.992684,0.214286,0.285714,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.459286,-0.180714,0.172143,-18.014286,-0.921429,0.320714,0.624439,174.285714,10.871898,2.992684,0.214286,0.285714,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.376429,-0.211429,0.210714,-21.035714,-0.75,0.31,0.691111,202.142857,10.871898,2.992684,0.214286,0.285714,0.571429,0.0,0.642857,0.357143,0.214286,0.214286,0.0,-1
-0.088571,-0.452857,0.197857,36.964286,0.969286,0.105,0.180006,0.0,4.908151,-0.718911,0.714286,0.857143,0.0,0.142857,0.571429,0.428571,0.0,0.0,0.0,-1
-0.287857,-0.125,0.204286,45.114286,-0.197857,0.163571,0.577849,118.571429,10.871898,2.992684,0.214286,0.285714,0.357143,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.403571,-0.262857,0.101429,2.792857,-0.891429,0.405,0.563967,160.0,9.901285,0.994132,0.285714,0.357143,0.428571,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.277857,-0.22,0.157857,42.3,0.194286,0.210714,0.550875,70.0,10.621395,1.993425,0.357143,0.357143,0.285714,0.142857,0.571429,0.428571,0.142857,0.142857,0.0,1
-0.177143,0.085714,0.237143,1.164286,0.539286,-0.033571,0.641962,90.714286,11.150471,5.029489,0.071429,0.142857,0.285714,0.285714,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.343571,-0.342143,0.231429,56.057143,0.953571,0.085714,0.453589,83.571429,11.539912,1.994157,0.357143,0.571429,0.214286,0.071429,0.642857,0.357143,0.142857,0.142857,0.0,1
-0.330714,-0.294286,-0.058571,24.007143,1.072143,0.145,0.21581,62.857143,3.972253,-1.004217,0.285714,0.571429,0.214286,0.142857,0.714286,0.285714,0.214286,0.071429,0.142857,1
-0.455714,-0.313571,0.105,35.3,-0.551429,0.383571,0.602363,146.428571,9.901383,1.031889,0.285714,0.428571,0.5,0.142857,0.714286,0.285714,0.285714,0.214286,0.071429,1
-0.582857,-0.459286,0.22,38.035714,-0.038571,0.35,0.402412,55.714286,11.085,0.994898,0.571429,0.714286,0.214286,0.142857,0.785714,0.214286,0.071429,0.071429,0.0,-1
-0.029286,-0.061429,0.025714,27.3,1.207857,0.135714,0.12162,70.0,11.085,0.994898,0.285714,0.428571,0.285714,0.214286,0.571429,0.428571,0.071429,0.071429,0.0,-1
-0.082857,-0.249286,-0.012143,27.335714,0.549286,0.26,0.567598,125.0,6.943251,-0.005127,0.214286,0.5,0.357143,0.142857,0.5,0.5,0.142857,0.071429,0.071429,1
-0.312857,-0.216429,-0.149286,106.192857,0.726429,0.119286,0.166989,27.857143,3.972251,-1.009216,0.071429,0.5,0.071429,0.214286,0.785714,0.214286,0.214286,0.071429,0.142857,-1
-0.512143,-0.182143,0.016429,30.735714,-1.337143,0.587857,0.502628,139.285714,10.11,0.994166,0.285714,0.428571,0.428571,0.214286,0.714286,0.285714,0.071429,0.071429,0.0,1
-0.522857,-0.05,0.072857,6.242857,-1.104286,0.332143,0.534809,111.428571,9.808133,2.708011,0.214286,0.357143,0.357143,0.214286,0.785714,0.214286,0.214286,0.214286,0.0,-1
-0.148571,0.105714,0.378571,85.05,4.291429,-0.538571,0.496543,145.714286,12.480497,5.710183,0.142857,0.357143,0.428571,0.0,0.571429,0.428571,0.428571,0.428571,0.0,-1
0.482857,-0.142857,0.792857,85.407143,6.936429,-1.172143,0.514794,0.0,12.965931,7.99191,0.428571,0.428571,0.0,0.0,0.071429,0.928571,0.571429,0.571429,0.0,-1
-0.33,-0.206429,0.091429,4.607143,-0.345714,0.319286,0.51168,83.571429,9.901285,0.994132,0.357143,0.428571,0.285714,0.214286,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.623571,-0.427857,0.117143,29.8,-1.634286,0.659286,0.354178,153.571429,6.015,-0.005094,0.5,0.571429,0.5,0.071429,0.785714,0.214286,0.0,0.0,0.0,-1
-0.005714,-0.201429,-0.162857,-13.292857,1.044286,0.137143,0.463447,167.142857,3.966168,-1.006042,0.071429,0.357143,0.428571,0.071429,0.5,0.5,0.357143,0.142857,0.214286,-1
-0.301429,-0.157143,0.220714,51.2,-0.097143,0.174286,0.517236,105.0,10.871898,2.992684,0.285714,0.357143,0.428571,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.130714,-0.407857,0.423571,46.307143,2.279286,-0.287857,0.247907,7.142857,8.602834,2.462356,0.571429,0.714286,0.071429,0.071429,0.571429,0.428571,0.285714,0.285714,0.0,-1
-0.242143,-0.27,-0.037143,58.928571,1.202857,0.115,0.159939,48.571429,4.260309,-1.003687,0.285714,0.5,0.142857,0.142857,0.642857,0.357143,0.214286,0.071429,0.142857,1
-0.264286,-0.357143,0.026429,40.942857,-0.067143,0.291429,0.493462,167.142857,7.815993,0.03263,0.285714,0.5,0.571429,0.071429,0.571429,0.428571,0.214286,0.142857,0.071429,-1
-0.346429,-0.202857,0.105,-13.578571,-0.409286,0.304286,0.564359,146.428571,10.621395,1.993425,0.214286,0.357143,0.428571,0.071429,0.642857,0.357143,0.142857,0.142857,0.0,1
-0.398571,-0.182857,0.217857,-7.5,-0.531429,0.242143,0.555581,132.857143,10.871898,2.992684,0.285714,0.357143,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,1
-0.029286,-0.075,0.007143,-4.9,1.158571,-0.031429,0.722542,125.0,10.183939,1.992828,0.0,0.285714,0.357143,0.142857,0.5,0.5,0.428571,0.285714,0.142857,-1
-0.291429,0.043571,0.164286,40.264286,1.540714,0.004286,0.813825,138.571429,12.785159,3.994141,0.071429,0.428571,0.428571,0.142857,0.642857,0.357143,0.285714,0.285714,0.0,-1
-0.383571,-0.322857,0.282143,3.221429,-0.121429,0.16,0.42903,132.857143,10.871898,2.992684,0.357143,0.5,0.571429,0.0,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.350714,-0.275714,0.031429,16.735714,-0.595714,0.425,0.460372,90.0,6.943251,-0.005127,0.357143,0.571429,0.285714,0.214286,0.714286,0.285714,0.142857,0.071429,0.071429,1
-0.325,-0.265,-0.083571,30.071429,1.096429,0.125,0.159939,48.571429,3.972253,-1.004217,0.214286,0.571429,0.142857,0.142857,0.714286,0.285714,0.214286,0.071429,0.142857,-1
0.141429,-0.087143,0.21,56.257143,3.549286,-0.431429,0.275801,83.571429,10.731117,3.029739,0.071429,0.285714,0.214286,0.142857,0.428571,0.571429,0.428571,0.357143,0.071429,-1
-0.145714,-0.142143,0.050714,26.485714,0.5,0.068571,0.70586,153.571429,10.342965,1.992862,0.142857,0.285714,0.5,0.071429,0.571429,0.428571,0.285714,0.214286,0.071429,-1
-0.199286,0.08,0.132143,48.121429,1.609286,-0.026429,0.409908,27.857143,12.490776,2.994149,0.214286,0.357143,0.071429,0.285714,0.642857,0.357143,0.214286,0.214286,0.0,-1
0.117143,0.113571,0.452857,114.785714,3.483571,-0.647857,0.244508,35.0,12.524819,6.991186,0.142857,0.285714,0.142857,0.142857,0.428571,0.571429,0.5,0.5,0.0,-1
-0.268571,-0.240714,0.045714,50.178571,0.06,0.222857,0.592092,140.0,9.901285,0.994132,0.285714,0.357143,0.571429,0.071429,0.642857,0.357143,0.214286,0.142857,0.071429,1
-0.042143,-0.052143,0.08,-12.307143,1.01,-0.022857,0.722542,125.0,10.579652,2.992651,0.0,0.285714,0.357143,0.142857,0.5,0.5,0.357143,0.285714,0.071429,-1
-0.368571,-0.173571,0.003571,15.785714,-0.686429,0.349286,0.564802,167.142857,9.901283,0.993603,0.142857,0.357143,0.5,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.598571,-0.088571,-0.048571,36.8,-1.994286,0.675,0.471629,174.285714,10.11,0.994166,0.214286,0.285714,0.5,0.214286,0.785714,0.214286,0.071429,0.071429,0.0,-1
-0.488571,-0.244286,0.185,-4.9,-1.058571,0.334286,0.617562,202.142857,10.871898,2.992684,0.214286,0.428571,0.714286,0.0,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.135,0.107857,0.383571,139.721429,4.58,-0.607143,0.769557,125.0,12.480497,5.710183,0.142857,0.357143,0.357143,0.0,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.055714,-0.117857,0.049286,-10.25,0.856429,0.071429,0.705526,125.0,10.342965,1.993391,0.071429,0.357143,0.357143,0.142857,0.5,0.5,0.285714,0.214286,0.071429,1
-0.162857,-0.320714,0.175,170.357143,0.519286,0.048571,0.187183,0.0,7.477388,0.140145,0.642857,0.714286,0.0,0.071429,0.642857,0.357143,0.071429,0.071429,0.0,-1
-0.351429,-0.085,0.223571,18.607143,0.010714,0.129286,0.839222,209.285714,11.782109,3.992676,0.142857,0.214286,0.642857,0.0,0.642857,0.357143,0.285714,0.285714,0.0,-1
-0.132857,-0.165,-0.022143,33.892857,0.648571,0.06,0.70586,153.571429,9.776861,0.99304,0.142857,0.285714,0.5,0.071429,0.571429,0.428571,0.357143,0.214286,0.142857,-1
-0.401429,-0.159286,0.185714,12.321429,-0.690714,0.275,0.327084,146.428571,10.871898,2.992684,0.214286,0.357143,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,1
-0.182143,0.100714,0.282143,-15.635714,0.602857,-0.112143,0.447108,90.714286,11.243307,5.990462,0.071429,0.142857,0.285714,0.214286,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.07,-0.262857,0.482857,35.535714,2.098571,-0.435,0.176263,48.571429,11.243307,5.990462,0.214286,0.571429,0.214286,0.0,0.428571,0.571429,0.428571,0.428571,0.0,-1
-0.290714,-0.130714,0.208571,45.114286,-0.197857,0.186429,0.591614,118.571429,10.871898,2.992684,0.214286,0.285714,0.357143,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.142143,0.075,0.390714,139.721429,4.642857,-0.605714,0.609277,117.857143,12.480497,5.710183,0.142857,0.428571,0.357143,0.0,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.555,-0.107143,-0.036429,56.464286,-1.887857,0.610714,0.498834,222.857143,10.110084,1.032452,0.071429,0.214286,0.571429,0.142857,0.785714,0.214286,0.142857,0.142857,0.0,-1
-0.640714,-0.567143,0.279286,5.642857,-0.327143,0.311429,0.26411,76.428571,8.155314,0.710225,0.642857,0.857143,0.285714,0.0,0.857143,0.142857,0.071429,0.071429,0.0,-1
-0.245714,-0.099286,0.29,18.607143,2.208571,-0.157143,0.236409,111.428571,12.785159,3.994141,0.285714,0.428571,0.357143,0.071429,0.571429,0.428571,0.285714,0.285714,0.0,1
-0.360714,-0.295,0.106429,-8.228571,-0.241429,0.313571,0.497957,146.428571,9.901383,1.031889,0.285714,0.428571,0.5,0.142857,0.642857,0.357143,0.285714,0.214286,0.071429,1
-0.069286,-0.183571,0.018571,7.514286,0.702857,0.165714,0.569777,125.0,9.901285,0.994132,0.142857,0.428571,0.357143,0.142857,0.5,0.5,0.214286,0.142857,0.071429,1
-0.378571,-0.23,0.031429,-7.5,-0.647857,0.347857,0.565756,174.285714,9.901283,0.993603,0.214286,0.428571,0.571429,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,-1
-0.419286,-0.192857,0.030714,30.735714,-1.222143,0.54,0.522329,160.0,10.11,0.994166,0.285714,0.428571,0.428571,0.142857,0.642857,0.357143,0.071429,0.071429,0.0,1
-0.025,-0.088571,0.392143,83.928571,2.702143,-0.346429,0.649512,90.714286,12.508427,4.992667,0.214286,0.285714,0.285714,0.0,0.428571,0.571429,0.357143,0.357143,0.0,1
-0.374286,-0.202857,0.028571,-7.5,-0.710714,0.369286,0.591177,181.428571,9.901283,0.993603,0.214286,0.357143,0.571429,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,-1
-0.117857,-0.217857,0.025714,-5.207143,1.470714,-0.002143,0.362761,83.571429,11.085048,1.033184,0.214286,0.357143,0.285714,0.142857,0.571429,0.428571,0.142857,0.142857,0.0,1
-0.162143,-0.481429,0.207143,52.064286,0.945,0.084286,0.306376,55.714286,6.761638,-0.536717,0.571429,0.714286,0.142857,0.071429,0.571429,0.428571,0.214286,0.142857,0.071429,1
0.127143,-0.208571,0.263571,73.121429,5.346429,-0.686429,0.565067,14.285714,11.039007,1.994154,0.357143,0.5,0.142857,0.071429,0.428571,0.571429,0.428571,0.285714,0.142857,-1
-0.682857,-0.144286,0.040714,16.55,-2.302857,0.577857,0.440843,215.714286,10.621395,1.993425,0.142857,0.285714,0.571429,0.071429,0.857143,0.142857,0.142857,0.142857,0.0,-1
-0.119286,0.129286,0.358571,92.028571,2.259286,-0.225,1.007921,195.0,12.79222,6.030946,0.0,0.0,0.5,0.071429,0.5,0.5,0.5,0.5,0.0,-1
-0.305,-0.136429,0.19,-13.564286,-0.565,0.269286,0.663737,174.285714,10.871898,2.992684,0.214286,0.285714,0.5,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,-1
-0.511429,-0.385714,0.231429,56.514286,-0.116429,0.187857,0.362206,62.857143,7.493804,0.179164,0.642857,0.714286,0.214286,0.071429,0.857143,0.142857,0.142857,0.142857,0.0,-1
0.025,-0.301429,0.040714,21.121429,2.922143,-0.252857,0.537012,42.142857,6.795931,-0.008184,0.285714,0.5,0.214286,0.142857,0.5,0.5,0.428571,0.214286,0.214286,1
-0.257143,0.06,0.291429,-39.228571,-0.432857,-0.037143,0.844218,222.857143,11.243307,5.990462,0.0,0.0,0.571429,0.0,0.571429,0.428571,0.428571,0.428571,0.0,-1
0.032143,0.097857,0.288571,43.142857,5.471429,-0.780714,0.490428,27.857143,12.308923,4.990598,0.0,0.428571,0.071429,0.142857,0.571429,0.428571,0.357143,0.357143,0.0,-1
0.091429,-0.302143,-0.212143,41.735714,3.227857,-0.167143,0.353999,0.0,3.957126,-2.967178,0.214286,0.357143,0.0,0.285714,0.5,0.5,0.428571,0.142857,0.285714,-1
-0.364286,-0.327143,0.130714,-2.842857,-0.38,0.304286,0.497957,174.285714,9.901383,1.031889,0.285714,0.428571,0.571429,0.071429,0.642857,0.357143,0.285714,0.214286,0.071429,-1
-0.367143,-0.197143,0.121429,3.507143,-0.671429,0.34,0.560372,167.142857,10.621412,2.031711,0.214286,0.357143,0.5,0.142857,0.642857,0.357143,0.214286,0.214286,0.0,1
-0.385714,-0.192857,0.03,-8.792857,-0.542143,0.305,0.577634,125.0,9.901283,0.993603,0.142857,0.428571,0.357143,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.460714,-0.276429,-0.127143,24.671429,-0.577143,0.487857,0.211788,105.0,2.995,-1.007049,0.285714,0.571429,0.428571,0.214286,0.785714,0.214286,0.071429,0.0,0.071429,-1
-0.214286,-0.162857,-0.037143,-12.185714,0.235714,0.245,0.651189,146.428571,9.901283,0.993603,0.142857,0.357143,0.428571,0.142857,0.571429,0.428571,0.214286,0.142857,0.071429,1
-0.577143,-0.472143,0.196429,10.914286,-0.770714,0.382857,0.660457,147.142857,9.901283,0.993603,0.5,0.571429,0.642857,0.0,0.785714,0.214286,0.214286,0.142857,0.071429,-1
-0.397143,-0.149286,0.184286,-5.871429,-0.875,0.316429,0.604778,174.285714,10.871898,2.992684,0.214286,0.285714,0.5,0.071429,0.714286,0.285714,0.214286,0.214286,0.0,-1
-0.352857,-0.144286,0.166429,-2.557143,-0.458571,0.236429,0.631292,167.142857,10.871906,3.03097,0.142857,0.285714,0.5,0.142857,0.642857,0.357143,0.285714,0.285714,0.0,-1
-0.442143,-0.492143,0.139286,2.807143,-0.417143,0.289286,0.144895,55.714286,4.869273,-0.859114,0.642857,0.928571,0.214286,0.0,0.785714,0.214286,0.0,0.0,0.0,-1
-0.172857,0.142143,0.197857,-15.635714,0.317143,-0.002143,0.81886,111.428571,11.150471,5.029489,0.0,0.071429,0.285714,0.285714,0.571429,0.428571,0.428571,0.428571,0.0,-1
-0.055714,-0.117857,0.049286,-12.307143,0.856429,0.071429,0.665047,125.0,10.342965,1.993391,0.071429,0.357143,0.357143,0.142857,0.5,0.5,0.285714,0.214286,0.071429,1
-0.072857,-0.125714,0.042857,88.7,1.798571,-0.035,0.487827,27.857143,10.105428,0.994865,0.285714,0.5,0.071429,0.214286,0.5,0.5,0.214286,0.142857,0.071429,1
-0.143571,-0.080714,0.177857,19.507143,0.855,0.141429,0.423807,55.714286,11.539919,2.032444,0.357143,0.428571,0.214286,0.285714,0.571429,0.428571,0.214286,0.214286,0.0,1
-0.242143,-0.449286,0.179286,48.364286,1.397857,0.065,0.450866,55.714286,8.934514,0.852561,0.5,0.785714,0.285714,0.071429,0.571429,0.428571,0.071429,0.071429,0.0,1
-0.332857,-0.177143,0.030714,56.021429,1.240714,0.017143,0.257382,111.428571,10.928303,0.995597,0.214286,0.428571,0.357143,0.071429,0.714286,0.285714,0.214286,0.142857,0.071429,1
-0.097857,-0.427857,0.19,33.535714,0.617857,0.195,0.264137,27.857143,4.908151,-0.718911,0.714286,0.785714,0.071429,0.142857,0.571429,0.428571,0.0,0.0,0.0,-1
-0.151429,-0.385,0.337857,92.878571,1.892857,-0.162143,0.274187,7.142857,8.163225,1.460964,0.571429,0.714286,0.071429,0.142857,0.642857,0.357143,0.214286,0.214286,0.0,-1
-0.299286,-0.125,0.181429,-13.564286,-0.565,0.223571,0.626576,174.285714,10.871898,2.992684,0.214286,0.285714,0.5,0.071429,0.642857,0.357143,0.214286,0.214286,0.0,-1
-0.082143,-0.365714,0.137857,-9.571429,3.087857,-0.128571,0.44801,35.0,7.846312,0.033532,0.428571,0.571429,0.142857,0.214286,0.5,0.5,0.357143,0.214286,0.142857,1
-0.33,-0.307857,-0.043571,45.171429,1.029286,0.150714,0.159939,48.571429,3.972253,-1.004217,0.285714,0.571429,0.142857,0.142857,0.714286,0.285714,0.214286,0.071429,0.142857,1
-0.266429,-0.272857,0.112857,-18.964286,0.717143,0.145,0.305172,83.571429,11.085048,1.033184,0.357143,0.428571,0.285714,0.142857,0.642857,0.357143,0.142857,0.142857,0.0,1
0.168571,-0.21,0.149286,0.857143,3.847143,-0.573571,0.397091,48.571429,10.574795,2.99229,0.071429,0.428571,0.142857,0.071429,0.357143,0.642857,0.5,0.357143,0.142857,-1
-0.505714,-0.107143,-0.041429,16.978571,-1.618571,0.605714,0.471851,160.0,10.11,0.994166,0.214286,0.357143,0.428571,0.214286,0.714286,0.285714,0.071429,0.071429,0.0,1
-0.447143,-0.334286,-0.013571,-18.25,-0.959286,0.416429,0.471088,180.714286,6.651037,-0.005657,0.214286,0.5,0.5,0.0,0.714286,0.285714,0.142857,0.071429,0.071429,-1
-0.244286,-0.477143,-0.017143,88.921429,1.141429,0.142143,0.083077,14.285714,2.928411,-2.006342,0.428571,0.714286,0.142857,0.142857,0.642857,0.357143,0.142857,0.0,0.142857,-1
0.365714,0.184286,0.504286,202.935714,7.745,-1.310714,0.530614,0.0,13.181463,7.993375,0.071429,0.214286,0.0,0.071429,0.285714,0.714286,0.571429,0.571429,0.0,-1
-0.096429,-0.315,-0.042857,29.392857,0.395714,0.354286,0.528108,125.0,3.294999,-1.004386,0.285714,0.571429,0.357143,0.142857,0.5,0.5,0.071429,0.0,0.071429,-1
